raw_sentence,clean_text,textblob_polarity,sentiment_textblob
"It's the last Sunday of March 2023, and Wellstar Academy Mukono is using it to receive us for a common goal of sharing an Education on Underage drinking. It's a powerful Voice by Young People for healthier life choices.

#SmashedUganda
#KonnektTvUg
#SDG3 https://t.co/8DRuOQlhCl",#SDG3 Academy common powerful goal #SmashedUganda Young Sunday Underage Education Voice using life healthier Wellstar #KonnektTvUg March Mukono People sharing choice 2023 drinking receive last,0.02,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"Providing #hearing and assistive aids to children in India : https://t.co/tOSbFib8CO #sdg3 #csrindia #corporatesocialresponsibility

@george_clinical @tcfindia",#corporatesocialresponsibility assistive Providing child #sdg3 aid #hearing India #csrindia,0.0,Neutral
"If #SDGs must be achieved within 2030 agenda, all the agents of change should work in harmony â€“ be it governments, communities, companies or non-profits themselves. https://t.co/OCUADhVx4d #SDG3 #Healthcare https://t.co/XEACXFmtim",#SDGs government agenda company #SDG3 work agent change community harmony achieved within must profit 2030 #Healthcare,0.0,Neutral
"#foodtimes. Please enjoy our independent, adv-free weekly newsletter. All articles available in 10 languages #foodsafety #foodsecurity #food #foodlabels #nutrition #diet #sdg3 @CommuneCulture @foodsafetygeeks @XHscitech @assorurale @distefanovalori 
https://t.co/NEsBgmDLA0",enjoy #foodlabels available independent newsletter #sdg3 free #foodtimes weekly Please article #nutrition #food #foodsafety language #foodsecurity #diet,0.3,Partially Positive
"#foodtimes. Please enjoy our independent, adv-free weekly newsletter. All articles available in 10 languages #foodsafety #foodsecurity #food #foodlabels #nutrition #diet #sdg3 @EUFIC @REA_research @LeMAP_be @ARC2020eu @IPESfood @hlpe_cfs @FIANista 
https://t.co/hVOB1O2wBP",enjoy #foodlabels available independent newsletter #sdg3 free #foodtimes weekly Please article #nutrition #food #foodsafety language #foodsecurity #diet,0.3,Partially Positive
"Look at this #schoolhealth program in rural #India ðŸ‘€
 https://t.co/lN96V3RTWK via @pinterest 

#SDG3 #healthcare ~ @drtonythomas",Look #SDG3 #India #schoolhealth program #healthcare rural,0.0,Neutral
RT @EngRonaldrossug: We Made it to the 7th edition #SafeMotherhoodRun organised by @RotaryMbarara . Together we Can end neonatal and infantâ€¦,#SafeMotherhoodRun Together organised infant Made neonatal edition,0.0,Neutral
"We Made it to the 7th edition #SafeMotherhoodRun organised by @RotaryMbarara . Together we Can end neonatal and infant  mortality. #SDG3 .
@Rotary @RotaractD9214  @RctMcbRanchers https://t.co/7sN8V01VuL",#SafeMotherhoodRun #SDG3 mortality Together organised infant Made neonatal edition,0.0,Neutral
"""Virtual You â€” how digital doppelgÃ¤ngers could help us lead a healthy life."" #ufcfa5 #sdg3 https://t.co/nOjZuGRwAm via @FT",lead help life could digital #sdg3 healthy ngers doppelg #ufcfa5 Virtual,0.25,Partially Positive
"RT @renaudmeyer: Today is #IntlForestDay ðŸŒ² ðŸŒ³ 
For #ThailandðŸ‡¹ðŸ‡­ whose economy is so reliant on #Nature, healthy #Forests are key. From cleaniâ€¦",#Nature From Today #IntlForestDay #Forests economy healthy cleani whose #Thailand reliant,0.5,Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @I_m_abhishek135: @SATTVIC_SOUL 370th Plogging Drive in Sikharchandi BBSR, Successfully Conducted collecting 20kg of Plastic with Glassâ€¦",collecting Successfully Glass Conducted Drive BBSR 370th 20kg Sikharchandi Plogging Plastic,0.75,Positive
"RT @I_m_abhishek135: @SATTVIC_SOUL 370th Plogging Drive in Sikharchandi BBSR, Successfully Conducted collecting 20kg of Plastic with Glassâ€¦",collecting Successfully Glass Conducted Drive BBSR 370th 20kg Sikharchandi Plogging Plastic,0.75,Positive
"@SATTVIC_SOUL 370th Plogging Drive in Sikharchandi BBSR, Successfully Conducted collecting 20kg of Plastic with Glass Bottles &amp; wastes by our 10 Ploggers.

""Be the Change you want to see in the World""

#sdgodisha #SDG3 #SDG6 #SDG12 #SDG13 #SDG15 #sattvicsoulfoundation https://t.co/buYEmuj1Yj",#SDG3 #sattvicsoulfoundation 370th Change Plastic #SDG6 Successfully Bottles Conducted want #SDG15 Sikharchandi Drive BBSR #sdgodisha 20kg Plogging collecting Ploggers #SDG12 #SDG13 waste World Glass,0.28,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"@ARTofHope @pgoodfellow @papillon4444 @OrbitStudios And the Universal Declaration of Human Rights AND the Sustainable Development Goals, #SDG3 specifically in the latter instance.",specifically instance Development #SDG3 Rights Human Sustainable Declaration latter Universal Goals,0.0,Neutral
"RT @UNOPS: Why is health system resilience so important in an uncertain world?

Watch global health experts from @wef @OECD @gatesfoundatioâ€¦",expert resilience system uncertain important world global Watch health,0.2,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @BRSP_Pakistan: BRSP under @WHOPakistan funded project, organized a medical camp at #PakAfghanBorder in Dobandi, district Killa Abdullahâ€¦",#PakAfghanBorder district organized funded BRSP Killa camp Abdullah project Dobandi medical,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"#mineral #oils and #foodsafety, @EFSA_EU publishes its draft opinion and  opens a public #consultations. Useful contributions to be provided @REA_research @Anses_fr @PrimaProgram 
#food #contaminants #chemicalsafety #toxicology #gmps #prps #haccp #SDG3
https://t.co/NUK3evdChN",public #SDG3 #toxicology Useful #consultations provided #haccp #oils #foodsafety open opinion #chemicalsafety #prps #food draft publishes contribution #mineral #contaminants #gmps,0.1,Partially Positive
"RT @the_tps_project: Stopping the actions, that lead people up to suicide, is ""The Key"" to suicide prevention
#ramadan
#suicideawareness 
#â€¦",lead people Stopping #suicideawareness #ramadan prevention action suicide,0.1,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"SOS Children`s Villages (@sos_children) is hiring a ðŸ‘‰ : Digify Web Developer

ðŸŒ Kenya
ðŸ¤ Temporary

Dept. Information &amp; Communication Technology

https://t.co/ZUQekaP2a1

#SDG3 #nonprofit #health #jobs",Children Information #jobs Technology #SDG3 #nonprofit Digify Dept Developer Temporary Kenya hiring Villages Communication #health,0.0,Neutral
"eHealth Africa is hiring a ðŸ‘‰ Field Monitors, TPM Consultant

ðŸŒ Nigeria
ðŸ¤ Full-time
ðŸ‘¾ Senior-level

Dept. Program Delivery

https://t.co/zDttjMghDd

#SDG3 #nonprofit #health #jobs",Senior Field #jobs Monitors time #SDG3 #nonprofit Dept level Program Africa hiring #health Full Nigeria Consultant Delivery eHealth,0.35,Partially Positive
"SOS Children`s Villages (@sos_children) is hiring a ðŸ‘‰ HROD Coordinator CEE/CIS/ME

ðŸŒ Austria
ðŸ¤ Part-time

Dept. Human Resources &amp; Organizational Development

https://t.co/OT5CYSm6qs

#SDG3 #nonprofit #health #jobs",Children #jobs time Development #SDG3 #nonprofit Part Dept Human hiring Villages Resources Coordinator #health Austria HROD Organizational,0.0,Neutral
"RT @iamtricia118: The issue of inadequate personnel was raised, and the committee resolved to investigate the low numbers of psychiatric spâ€¦",investigate resolved psychiatric personnel raised inadequate committee number issue,0.0,Neutral
"RT @iamtricia118: He also noted that the issue of mental health was obscure and adversely neglected by society, thus requiring increased adâ€¦",obscure neglected also requiring thus adversely increased society mental issue health noted,-0.1,Partially Negative
"RT @iamtricia118: According to Dr. Charles Ayume, most of the youth are depressed because of unemployment and poverty, so they decide to usâ€¦",unemployment decide According poverty depressed youth Ayume Charles,0.0,Neutral
"RT @iamtricia118: She added that the number of youth abusing drugs keeps getting increasingly high, and urged the government to finance hosâ€¦",abusing drug increasingly government getting high keep added number urged youth finance,0.16,Partially Positive
"RT @UNOPS: Why is health system resilience so important in an uncertain world?

Watch global health experts from @wef @OECD @gatesfoundatioâ€¦",expert resilience system uncertain important world global Watch health,0.2,Partially Positive
"RT @RCSI_Irl: Uncovering molecular changes driving the spread of #BreastCancer to the brain. 

@CancerCentreIre researchers mapped changesâ€¦",spread Uncovering brain molecular driving researcher mapped change #BreastCancer,0.0,Neutral
"Why is health system resilience so important in an uncertain world?

Watch global health experts from @wef @OECD @gatesfoundation &amp; @CGDev &amp; UNOPS examine the issue.

https://t.co/FMumMaCdDE | #SDG3 https://t.co/ikoZDMNeQI",expert resilience system uncertain #SDG3 important UNOPS world global examine Watch issue health,0.2,Partially Positive
"RT @MB_Community: #MeetTheMB100. Ebi Ofrey, CEO, GeroCare, on how he's changing the way preventative #healthcare is delivered to the elderlâ€¦",GeroCare Ofrey changing preventative delivered elderl #healthcare #MeetTheMB100,0.0,Neutral
"RT @Free_Sanitary_P: Period poverty does not discriminate, even when women are working they often cannot afford their Health Living needs (â€¦",woman often Living Health Period discriminate working afford even poverty need cannot,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @herorats: This #WorldTBDay take a moment to #applaud our amazing #HealthcareHeroes who are on the frontline of the fight against epidemâ€¦,frontline moment fight #HealthcareHeroes take #applaud amazing This #WorldTBDay epidem,0.6,Positive
"RT @NcaTanzania: Great News!!Her Excellency Ms. BjÃ¸rg SandkjÃ¦r, Deputy Minister of Development, Norway announced a new 4 years NORAD grantâ€¦",Development Minister NORAD News grant announced year Excellency Deputy Norway Sandkj Great,0.8,Positive
RT @OMpslsw: Decent work is only possible when we adhere to occupational safety and health regulations. Today we celebrate the strides we hâ€¦,safety occupational Today work regulation adhere possible stride celebrate health Decent,0.08,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @herorats: This #WorldTBDay take a moment to #applaud our amazing #HealthcareHeroes who are on the frontline of the fight against epidemâ€¦,frontline moment fight #HealthcareHeroes take #applaud amazing This #WorldTBDay epidem,0.6,Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @herorats: This #WorldTBDay take a moment to #applaud our amazing #HealthcareHeroes who are on the frontline of the fight against epidemâ€¦,frontline moment fight #HealthcareHeroes take #applaud amazing This #WorldTBDay epidem,0.6,Positive
